card_id	filename	entity_type	wiki_page	file_title	source_url	source_revision	sha256	match_method	pixel_art	source_sha256	bundled_fallback
item.10th_squad_sigil.4035	assets/73dc2c07496205b4dce0301959a039a4b5dd209160a31e81380b79c3223822e1.png	ITEM	10th squad sigil	10th squad sigil detail.png	https://oldschool.runescape.wiki/images/10th_squad_sigil_detail.png?cdaf3	page:;file:2021-08-21T18:30:02Z	73dc2c07496205b4dce0301959a039a4b5dd209160a31e81380b79c3223822e1	category-index	false	55ab312b495fa6e90c64cf1715f2bef375e51e95eebc0dd22d904fadf156e446	true
item.3rd_age_amulet.10344	assets/94f4476677ebf49d23a90cc4a367fe6ff20d67c454187d5b81c3a40c71a6857c.png	ITEM	3rd age amulet	3rd age amulet detail.png	https://oldschool.runescape.wiki/images/3rd_age_amulet_detail.png?9e894	page:;file:2021-03-23T15:04:58Z	94f4476677ebf49d23a90cc4a367fe6ff20d67c454187d5b81c3a40c71a6857c	category-index	false	ea902ef2278b6edcae3dcd3ef494f0eabe22eba74496687082b59eaf83d72865	true
item.3rd_age_axe.20011	assets/1c31c0221cbab1f87cf913834f535199b9cd714674d7d4a9aefbf4f322618f84.png	ITEM	3rd age axe	3rd age axe detail.png	https://oldschool.runescape.wiki/images/3rd_age_axe_detail.png?9e894	page:;file:2021-03-23T15:04:58Z	1c31c0221cbab1f87cf913834f535199b9cd714674d7d4a9aefbf4f322618f84	category-index	false	57b501a3477946f74ba4b2c9eaea91e6675a69caee6e004128c4aa31a18b6b3b	true
item.3rd_age_bow.12424	assets/d17de1152a793bf581402ed1b87d26382429d402340ae03f4c06d0a80e173b3f.png	ITEM	3rd age bow	3rd age bow detail.png	https://oldschool.runescape.wiki/images/3rd_age_bow_detail.png?7bc73	page:;file:2021-08-21T18:29:58Z	d17de1152a793bf581402ed1b87d26382429d402340ae03f4c06d0a80e173b3f	category-index	false	fe1d2a06be67203ef518ce4c6564f78be3c6000907227ac92b0a1a99d36daac5	true
item.3rd_age_cloak.12437	assets/f7c8fd15d0c6cdca2f6411b8ba7f5a41539c688d25a5c04f442eb476ced5a026.png	ITEM	3rd age cloak	3rd age cloak detail.png	https://oldschool.runescape.wiki/images/3rd_age_cloak_detail.png?9e894	page:;file:2021-03-23T15:04:58Z	f7c8fd15d0c6cdca2f6411b8ba7f5a41539c688d25a5c04f442eb476ced5a026	category-index	false	14e47dc0bb2578ae23221b828cd64da06a1d6688987aea1386e4d60d56275f4b	true
item.3rd_age_druidic_cloak.23345	assets/ce1f3f243c4a27b1fcad69c944fc083c28d26400d0eeed27099559c0022a45b3.png	ITEM	3rd age druidic cloak	3rd age druidic cloak detail.png	https://oldschool.runescape.wiki/images/3rd_age_druidic_cloak_detail.png?7bc73	page:;file:2021-08-21T18:29:58Z	ce1f3f243c4a27b1fcad69c944fc083c28d26400d0eeed27099559c0022a45b3	category-index	false	a6ef4d70f63f145c88207bb4780ed6a5cb5011615d59ebe10b8c71499f0a890f	true
item.3rd_age_druidic_robe_bottoms.23339	assets/e32e3322091df48de192814f347c89b0a9060b3a75bc05cd9daf79540399d551.png	ITEM	3rd age druidic robe bottoms	3rd age druidic robe bottoms detail.png	https://oldschool.runescape.wiki/images/3rd_age_druidic_robe_bottoms_detail.png?9d7bb	page:;file:2021-08-21T18:29:59Z	e32e3322091df48de192814f347c89b0a9060b3a75bc05cd9daf79540399d551	category-index	false	067c7b7644d1ea813b540f6daf3d7c4c75b84b17be1a1561a1cd4e723aa9beef	true
item.3rd_age_druidic_robe_top.23336	assets/6a5c7596e3495e6067c2a487920d659e4bb8c0bc11a467ef821062abb55b0431.png	ITEM	3rd age druidic robe top	3rd age druidic robe top detail.png	https://oldschool.runescape.wiki/images/3rd_age_druidic_robe_top_detail.png?9d7bb	page:;file:2021-08-21T18:29:59Z	6a5c7596e3495e6067c2a487920d659e4bb8c0bc11a467ef821062abb55b0431	category-index	false	9e67bdc9365b291d25e0d281222b8cc9bc7c8862745cfe849d2e7266e66749f9	true
item.3rd_age_druidic_staff.23342	assets/e42cf67aafdccf88a40c40e6de5b74e7b7419d6dd0772b05c6aca9afbeb33f46.png	ITEM	3rd age druidic staff	3rd age druidic staff detail.png	https://oldschool.runescape.wiki/images/3rd_age_druidic_staff_detail.png?9d7bb	page:;file:2021-08-21T18:29:59Z	e42cf67aafdccf88a40c40e6de5b74e7b7419d6dd0772b05c6aca9afbeb33f46	category-index	false	367828e20877dd34c5490fb9ce5741d4b8b85be153c66fb771261251c4f2f042	true
item.3rd_age_felling_axe.28226	assets/e05654ef4c5bc84a305ad77ff2bd622e5646feb8510593adf276b66bf99dc6b5.png	ITEM	3rd age felling axe	3rd age felling axe detail.png	https://oldschool.runescape.wiki/images/3rd_age_felling_axe_detail.png?8c08a	page:;file:2023-06-06T05:33:27Z	e05654ef4c5bc84a305ad77ff2bd622e5646feb8510593adf276b66bf99dc6b5	category-index	false	8c8fc4d2ef40f0703a7fc86106fbe44a724ceb086ede08ccc48c4ccf429f45da	true
item.3rd_age_full_helmet.10350	assets/8c101dcb7cae054d2dfc6f540ed29a9f9b5ef20b0cb4ebac6f24651e85f4ab20.png	ITEM	3rd age full helmet	3rd age full helmet detail.png	https://oldschool.runescape.wiki/images/3rd_age_full_helmet_detail.png?9c250	page:;file:2021-03-23T15:04:59Z	8c101dcb7cae054d2dfc6f540ed29a9f9b5ef20b0cb4ebac6f24651e85f4ab20	category-index	false	0767bdfab8ce1fcbb5df0be136bd9c2e421448ffc4d03298972c6929fe96ee6d	true
item.3rd_age_kiteshield.10352	assets/90451698f723371cfcffec646feaebc3f9ac51af0f13d5a465cb312be7f7ac0d.png	ITEM	3rd age kiteshield	3rd age kiteshield detail.png	https://oldschool.runescape.wiki/images/3rd_age_kiteshield_detail.png?9c250	page:;file:2021-03-23T15:04:59Z	90451698f723371cfcffec646feaebc3f9ac51af0f13d5a465cb312be7f7ac0d	category-index	false	1ed3ebd7c7474856187710212f82ccf8d3ab1a02ebcf56b752584cbb022f8a99	true
item.3rd_age_longsword.12426	assets/de6106a2970fd895c2ed59eaf1569bfb443cc69a2466c1953256292a32ff7ffd.png	ITEM	3rd age longsword	3rd age longsword detail.png	https://oldschool.runescape.wiki/images/3rd_age_longsword_detail.png?5326e	page:;file:2021-03-23T15:05:00Z	de6106a2970fd895c2ed59eaf1569bfb443cc69a2466c1953256292a32ff7ffd	category-index	false	712634d78dac1dea9435e36285c2d7993059477de9b822dec269c2ce4ecac980	true
item.3rd_age_mage_hat.10342	assets/b199e4eb8305388728ece5808f6c3c260114869a860aaa3da0129ad2458f8996.png	ITEM	3rd age mage hat	3rd age mage hat detail.png	https://oldschool.runescape.wiki/images/3rd_age_mage_hat_detail.png?5326e	page:;file:2021-03-23T15:05:00Z	b199e4eb8305388728ece5808f6c3c260114869a860aaa3da0129ad2458f8996	category-index	false	1db1b0fb1e41ecc7f1115235b6dc9a1cb3033572ba863c2c3d57c9754d679c5e	true
item.3rd_age_pickaxe.20014	assets/da9e8c89dea9dce0e2d3528f27ddd6071621beafe854740ef61dc8052874c887.png	ITEM	3rd age pickaxe	3rd age pickaxe detail.png	https://oldschool.runescape.wiki/images/3rd_age_pickaxe_detail.png?0bf61	page:;file:2021-03-23T15:05:01Z	da9e8c89dea9dce0e2d3528f27ddd6071621beafe854740ef61dc8052874c887	category-index	false	d76f8bd33220d76287c9cc02ca661a6c05c714efaacdf19852ec6b852d29b335	true
item.3rd_age_platebody.10348	assets/60b108bb52d219f702dfcde37fd4b09c7d5d6745ae8890fb18750bc6727f0789.png	ITEM	3rd age platebody	3rd age platebody detail.png	https://oldschool.runescape.wiki/images/3rd_age_platebody_detail.png?0bf61	page:;file:2021-03-23T15:05:01Z	60b108bb52d219f702dfcde37fd4b09c7d5d6745ae8890fb18750bc6727f0789	category-index	false	89eba6a970dde2877d8ba5183e49188273efe4772b12278e727fe5fe08131e28	true
item.3rd_age_platelegs.10346	assets/f6c10682f667cc2b9df1f2acf59966dcce5c7ec8ef273a479aed51048e6b69c7.png	ITEM	3rd age platelegs	3rd age platelegs detail.png	https://oldschool.runescape.wiki/images/3rd_age_platelegs_detail.png?0bf61	page:;file:2021-03-23T15:05:01Z	f6c10682f667cc2b9df1f2acf59966dcce5c7ec8ef273a479aed51048e6b69c7	category-index	false	2230c611ea5f39d832e4fb47358f189ef9cecb74d57bcdfb0f487fb2f9ca6b7a	true
item.3rd_age_plateskirt.23242	assets/2a27d6db41cf1138aabdeaabb774275c125271b38d2c7f7ae5f81b50d424ea04.png	ITEM	3rd age plateskirt	3rd age plateskirt detail.png	https://oldschool.runescape.wiki/images/3rd_age_plateskirt_detail.png?64cff	page:;file:2021-08-21T18:30:00Z	2a27d6db41cf1138aabdeaabb774275c125271b38d2c7f7ae5f81b50d424ea04	category-index	false	4e5e7e8ce1ef41da457ef58b727a15568fe714b1d30e04de23cd69a8cfa04787	true
item.3rd_age_range_coif.10334	assets/007517324147a1dc293e250528041a523ecda64504d8ba8e60ab9e59c1a233ee.png	ITEM	3rd age range coif	3rd age range coif detail.png	https://oldschool.runescape.wiki/images/3rd_age_range_coif_detail.png?0bf61	page:;file:2021-03-23T15:05:01Z	007517324147a1dc293e250528041a523ecda64504d8ba8e60ab9e59c1a233ee	category-index	false	acce5aaecac24fe1256588114224c5e4d949107dd8a7d4f05fe093f48d67de8c	true
item.3rd_age_range_legs.10332	assets/5b3bdd6930f0b2506d6a449b4eef6e4a78c1791a91152b2fd3fef6410e48385a.png	ITEM	3rd age range legs	3rd age range legs detail.png	https://oldschool.runescape.wiki/images/3rd_age_range_legs_detail.png?0bf61	page:;file:2021-03-23T15:05:01Z	5b3bdd6930f0b2506d6a449b4eef6e4a78c1791a91152b2fd3fef6410e48385a	category-index	false	5674eb0ee09391c29a460201d72a4ba2a633f1520951b6e2d990093d1d61fa26	true
item.3rd_age_range_top.10330	assets/2bec7bf399342037af8d363919daa56ed664adae22c437d8fdbaddeb50922b88.png	ITEM	3rd age range top	3rd age range top detail.png	https://oldschool.runescape.wiki/images/3rd_age_range_top_detail.png?4fb44	page:;file:2021-03-23T15:05:02Z	2bec7bf399342037af8d363919daa56ed664adae22c437d8fdbaddeb50922b88	category-index	false	0bf890e6c0bc2c10e8965340bd0fb39552c121c5b1f29075ed6e946c7e2151fb	true
item.3rd_age_robe.10340	assets/0995eff1c8c6e74fc729e896fbce19e685eab11e4806cb0c9ef25d30a70dd5ca.png	ITEM	3rd age robe	3rd age robe detail.png	https://oldschool.runescape.wiki/images/3rd_age_robe_detail.png?4fb44	page:;file:2021-03-23T15:05:02Z	0995eff1c8c6e74fc729e896fbce19e685eab11e4806cb0c9ef25d30a70dd5ca	category-index	false	011d0f5cc2286cfd163bcef64bab73210661fe7c6f6481e7de8a8ba8c9ff1b4b	true
item.3rd_age_robe_top.10338	assets/d432cd022cef47a2dda2626b94084a71202f7024835f8f82b47c72ca668d8960.png	ITEM	3rd age robe top	3rd age robe top detail.png	https://oldschool.runescape.wiki/images/3rd_age_robe_top_detail.png?4fb44	page:;file:2021-03-23T15:05:02Z	d432cd022cef47a2dda2626b94084a71202f7024835f8f82b47c72ca668d8960	category-index	false	3b86ec2f3147e1db017fdb5100a85f24f6ea9cc743a7fe4f9a0a663110e09216	true
item.3rd_age_vambraces.10336	assets/afd03a5ed1358b7ba44521eda31611606f6defcba816dc02ea1d358b3a807e67.png	ITEM	3rd age vambraces	3rd age vambraces detail.png	https://oldschool.runescape.wiki/images/3rd_age_vambraces_detail.png?d88ea	page:;file:2021-03-23T15:05:03Z	afd03a5ed1358b7ba44521eda31611606f6defcba816dc02ea1d358b3a807e67	category-index	false	e03651b5e05236cb97952d04c4d847903ad127a41b0a4bfbc8802c976069cdef	true
item.3rd_age_wand.12422	assets/53e3e4724b550f547cebb5724c01b95f2b1d1dbbe0d3c3918e08e0b554fddec5.png	ITEM	3rd age wand	3rd age wand detail.png	https://oldschool.runescape.wiki/images/3rd_age_wand_detail.png?06151	page:;file:2021-08-21T18:30:01Z	53e3e4724b550f547cebb5724c01b95f2b1d1dbbe0d3c3918e08e0b554fddec5	category-index	false	5197ca01b4b4800b80edbd2d6c3fe9032f4e17d61b82e97adef2bb3728f5ea8d	true
item.a_jester_stick.10840	assets/203e415f9f48c389195ff11c70d05d7ec98a3985913edf5d64f1e2c703f04e14.png	ITEM	A jester stick	A jester stick detail.png	https://oldschool.runescape.wiki/images/A_jester_stick_detail.png?d5f51	page:;file:2021-08-21T18:30:05Z	203e415f9f48c389195ff11c70d05d7ec98a3985913edf5d64f1e2c703f04e14	category-index	false	e927f3cdff5ee5eaf6ce27cd893f15294d5f18a8dd1536aa03990b24890d4023	true
item.a_powdered_wig.10392	assets/a4681ae0373e07c198576c79f54cebfa1961999468e7adf0b29820784dd092a4.png	ITEM	A powdered wig	A powdered wig detail.png	https://oldschool.runescape.wiki/images/A_powdered_wig_detail.png?d7fb2	page:;file:2021-04-08T01:51:28Z	a4681ae0373e07c198576c79f54cebfa1961999468e7adf0b29820784dd092a4	category-index	false	32b91fe54a663e555b8793ccd8774574001cd63f078dc777dec114bfede231df	true
item.abyssal_ashes.25775	assets/200decc39614ffe24ed24ffd5bc70e7ba53cf47898044a4f74fe14b547de30fe.png	ITEM	Abyssal ashes	Abyssal ashes detail.png	https://oldschool.runescape.wiki/images/Abyssal_ashes_detail.png?92ba3	page:;file:2021-08-21T18:30:10Z	200decc39614ffe24ed24ffd5bc70e7ba53cf47898044a4f74fe14b547de30fe	category-index	false	d8465b8e8141dcf4fae2baeefd4aaf6b8ebed08c1d83590644b5a3cb1dd941a7	true
item.abyssal_bludgeon.13263	assets/995e1077026c9303a7f06094aaa84d188f00b0b636cfa24138cd3d6197b274d3.png	ITEM	Abyssal bludgeon	Abyssal bludgeon detail.png	https://oldschool.runescape.wiki/images/Abyssal_bludgeon_detail.png?dd634	page:;file:2021-03-21T03:51:49Z	995e1077026c9303a7f06094aaa84d188f00b0b636cfa24138cd3d6197b274d3	category-index	false	f917732e66bfb0f3e7d5c67fe2bfd72bdeadff2354d48945192830f8d4208184	true
item.abyssal_bracelet_5.11095	assets/58c2aaeb28539dc5c94b15bbe721ebf96265c1a3fc08a996a7efd0b153525e92.png	ITEM	Abyssal bracelet(5)	Abyssal bracelet detail.png	https://oldschool.runescape.wiki/images/Abyssal_bracelet_detail.png?d88ea	page:;file:2021-03-23T15:05:03Z	58c2aaeb28539dc5c94b15bbe721ebf96265c1a3fc08a996a7efd0b153525e92	category-index	false	5b93780902c572de70b3d69c2c5ca2a90a5f0605c27525d8357d8f6bc1342787	true
item.abyssal_dagger.13265	assets/6b07dfa25f747838fbe64d23b18ea050bc6c925488e639d990ea927d3d7e23cf.png	ITEM	Abyssal dagger	Abyssal dagger detail.png	https://oldschool.runescape.wiki/images/Abyssal_dagger_detail.png?59d3b	page:;file:2021-05-31T22:00:30Z	6b07dfa25f747838fbe64d23b18ea050bc6c925488e639d990ea927d3d7e23cf	category-index	false	9adee5d9f51e6f49ecd4471d48f71f4c1c0f4d9accd1590cdd4df2b482f782c5	true
item.abyssal_dagger_bh.27861	assets/691f0d1eb57f6c92db82220160d2181efc44782290c6b049451e121f2961789d.png	ITEM	Abyssal dagger (bh)	Abyssal dagger (bh) detail.png	https://oldschool.runescape.wiki/images/Abyssal_dagger_%28bh%29_detail.png?a9a9e	page:;file:2023-05-24T10:11:22Z	691f0d1eb57f6c92db82220160d2181efc44782290c6b049451e121f2961789d	category-index	false	eeb7e4890645b141e8370771d469e29e73da6fc14b6dab48e97829b9ceb78051	true
item.abyssal_lantern.26822	assets/83e4f062aaba90e62e0eac86be9f8dc5e9768d5af0078bb8f00b5bc92e8aecc2.png	ITEM	Abyssal lantern	Abyssal lantern detail.png	https://oldschool.runescape.wiki/images/Abyssal_lantern_detail.png?eca08	page:;file:2022-03-23T11:01:51Z	83e4f062aaba90e62e0eac86be9f8dc5e9768d5af0078bb8f00b5bc92e8aecc2	category-index	false	81289e53a373bf8f5122f5f38fcf59926512abb5bbca0464c65d1a4e5665321a	true
item.abyssal_needle.26813	assets/5295110efaba11f3f0e5306f5eca3d5a23e0c4dac392172402cc35c2ff634980.png	ITEM	Abyssal needle	Abyssal needle detail.png	https://oldschool.runescape.wiki/images/Abyssal_needle_detail.png?1a047	page:;file:2022-03-23T11:01:52Z	5295110efaba11f3f0e5306f5eca3d5a23e0c4dac392172402cc35c2ff634980	category-index	false	8136171acaedc24c62f09d7a4115b7c8ca8c064c41f157068516ef62579093ed	true
item.abyssal_tentacle.12006	assets/d200921d1ca3fa57bc6947c8c9f0163bef75b3f5402fc4b7e527f82b26dbb7bd.png	ITEM	Abyssal tentacle	Abyssal tentacle detail.png	https://oldschool.runescape.wiki/images/Abyssal_tentacle_detail.png?9aee6	page:;file:2021-08-21T18:30:12Z	d200921d1ca3fa57bc6947c8c9f0163bef75b3f5402fc4b7e527f82b26dbb7bd	category-index	false	13922f9c5bcf329b30008e483b9779e3484cad6fb6fd659a320ccb3b28ecd258	true
item.abyssal_whip.4151	assets/2d34797da781230095c9033427363c4dac2f5f577b2a3451cefd2286de8720d7.png	ITEM	Abyssal whip	Abyssal whip detail.png	https://oldschool.runescape.wiki/images/Abyssal_whip_detail.png?9aee6	page:;file:2021-08-21T18:30:12Z	2d34797da781230095c9033427363c4dac2f5f577b2a3451cefd2286de8720d7	category-index	false	f69ccd7f302cf163691aa50eeeb0d44a16c40cd940df6867fe595bfa18335015	true
item.acatzin_s_axe.30989	assets/2d9831fb237d3cde15bbf0d2bc3e19c10dc254eae6e0c7a3c644952595b21675.png	ITEM	Acatzin's axe	Acatzin's axe detail.png	https://oldschool.runescape.wiki/images/Acatzin%27s_axe_detail.png?31b8b	page:;file:2025-07-23T12:25:57Z	2d9831fb237d3cde15bbf0d2bc3e19c10dc254eae6e0c7a3c644952595b21675	category-index	false	ec0381f18baccb1a8a4198289680d9bca2882a62e5a46406517a336f8ee759f7	true
item.accordion.31365	assets/f2541372944144ca5f6b83900c576684fe7b7783da6276972e95bb9eb57a0ed3.png	ITEM	Accordion	Accordion detail.png	https://oldschool.runescape.wiki/images/Accordion_detail.png?07dd8	page:;file:2025-07-16T04:06:18Z	f2541372944144ca5f6b83900c576684fe7b7783da6276972e95bb9eb57a0ed3	category-index	false	32ec7e15a50ac1d8376ead7b6e3a400e3b0167634e0562e69d76ba6777da98f5	true
item.accumulator_max_cape.13337	assets/ed0fe8472cfe5c90739d3f72804218019eb89bbe83c60e22c3f01d652b9b2e1d.png	ITEM	Accumulator max cape	Accumulator max cape detail.png	https://oldschool.runescape.wiki/images/Accumulator_max_cape_detail.png?9aee6	page:;file:2021-08-21T18:30:12Z	ed0fe8472cfe5c90739d3f72804218019eb89bbe83c60e22c3f01d652b9b2e1d	category-index	false	0fd1cf9fc963ccae6e152a885f4fcbfc6b6fb79321f11901a42b98c2a66afbe9	true
item.accumulator_max_hood.13338	assets/379c2e0938b4547d1906cbd11eb2dc9c36e6c7e196e3f9dbeb730220af2b3f17.png	ITEM	Accumulator max hood	Accumulator max hood detail.png	https://oldschool.runescape.wiki/images/Accumulator_max_hood_detail.png?9aee6	page:;file:2021-08-21T18:30:12Z	379c2e0938b4547d1906cbd11eb2dc9c36e6c7e196e3f9dbeb730220af2b3f17	category-index	false	f32f92929b83d776cd08cf35c3fc956e90aa44b17c74574bf8003a557ec547b3	true
item.accursed_sceptre.27665	assets/29006f1ee64510a0cc20c703ac846f89873f8e6278d9e915b4a3ea27b0fc82c2.png	ITEM	Accursed sceptre	Accursed sceptre detail.png	https://oldschool.runescape.wiki/images/Accursed_sceptre_detail.png?605e7	page:;file:2023-01-25T10:50:21Z	29006f1ee64510a0cc20c703ac846f89873f8e6278d9e915b4a3ea27b0fc82c2	category-index	false	79226a44d841f5e411ba2c8d196441b51b06f67e66751471ac81d8c50579c033	true
item.accursed_sceptre_a.27679	assets/009de5b1dd5ed3299e80f3f198c153dc30fbc974ec360b0d2d9433f59e91f3cd.png	ITEM	Accursed sceptre (a)	Accursed sceptre (a) detail.png	https://oldschool.runescape.wiki/images/Accursed_sceptre_%28a%29_detail.png?a1345	page:;file:2023-01-25T10:50:20Z	009de5b1dd5ed3299e80f3f198c153dc30fbc974ec360b0d2d9433f59e91f3cd	category-index	false	df20165486158ceb7ecf235b1dcd3e95e46020af97237dd2cda932ed8417a498	true
item.accursed_sceptre_au.27676	assets/ea6565c1333cf1276cfee413e60b029dc7e5676fc674c27031f3e7b3de4e61a4.png	ITEM	Accursed sceptre (au)	Accursed sceptre (au) detail.png	https://oldschool.runescape.wiki/images/Accursed_sceptre_%28au%29_detail.png?605e7	page:;file:2023-01-25T10:50:21Z	ea6565c1333cf1276cfee413e60b029dc7e5676fc674c27031f3e7b3de4e61a4	category-index	false	4ebd1539ce8beeb44241f521dfaaed3500853d2fd3ac04d61ed29d9913f51b28	true
item.accursed_sceptre_u.27662	assets/ae6a3c5bff5fbbdc90e27fa6613c347e12ac3659dc18f65a3dcfb85b310f9d82.png	ITEM	Accursed sceptre (u)	Accursed sceptre (u) detail.png	https://oldschool.runescape.wiki/images/Accursed_sceptre_%28u%29_detail.png?605e7	page:;file:2023-01-25T10:50:21Z	ae6a3c5bff5fbbdc90e27fa6613c347e12ac3659dc18f65a3dcfb85b310f9d82	category-index	false	0aa2f0a2f1c80551ba9daa69f24724a4964cf29748b9ddf51a2796d3e5920ab3	true
item.achey_tree_logs.2862	assets/e59029a6cf95cf529e6ce9a0cf5d1333d887ab59bd20ac28be79173f76655782.png	ITEM	Achey tree logs	Achey tree logs detail.png	https://oldschool.runescape.wiki/images/Achey_tree_logs_detail.png?9aee6	page:;file:2021-08-21T18:30:12Z	e59029a6cf95cf529e6ce9a0cf5d1333d887ab59bd20ac28be79173f76655782	category-index	false	326e16b490c14f321074c93c42a872462c7349861b81243ea45ef5168ee2199a	true
item.achievement_diary_cape.19476	assets/cdf61ee8034d76f0d7b17628b1f81ca092f0d1ee4e805246cac324e7742e6cdc.png	ITEM	Achievement diary cape	Achievement diary cape detail.png	https://oldschool.runescape.wiki/images/Achievement_diary_cape_detail.png?47211	page:;file:2021-08-21T18:30:13Z	cdf61ee8034d76f0d7b17628b1f81ca092f0d1ee4e805246cac324e7742e6cdc	category-index	false	061e653294b287fb75e488c415e5d7fe6135cc18648e5d0d590c3a765cc6ef33	true
item.achievement_diary_hood.13070	assets/1d43a6b6cfce26bc17a40410d2234c2bc64bde18f44245292e0a4f341258bdfd.png	ITEM	Achievement diary hood	Achievement diary hood detail.png	https://oldschool.runescape.wiki/images/Achievement_diary_hood_detail.png?47211	page:;file:2021-08-21T18:30:13Z	1d43a6b6cfce26bc17a40410d2234c2bc64bde18f44245292e0a4f341258bdfd	category-index	false	e6d6c6c359b6238276013cd098fd17551065f28ee4d499ae7b19ad800554454c	true
item.acorn.5312	assets/9c6af0d83f8100a1a3a06c7288fcf57b9159721030197508ece716bebf524a98.png	ITEM	Acorn	Acorn detail.png	https://oldschool.runescape.wiki/images/thumb/Acorn_detail.png/130px-Acorn_detail.png	osrs-tcg-offline-cache	9c6af0d83f8100a1a3a06c7288fcf57b9159721030197508ece716bebf524a98	osrs-tcg-exact-display-name	false	9c6af0d83f8100a1a3a06c7288fcf57b9159721030197508ece716bebf524a98	true
item.adamant-2h-sword	assets/db7108a04363c09ea69f431747169e6f156dfcf80f77cd459013f078e37bdd45.png	ITEM	Adamant 2h sword	Adamant 2h sword detail.png	https://oldschool.runescape.wiki/images/Adamant_2h_sword_detail.png?47211	page:;file:2021-08-21T18:30:13Z	db7108a04363c09ea69f431747169e6f156dfcf80f77cd459013f078e37bdd45	category-index	false	987e9ddcd389b4f06af03899e2c6a27ba5f631f65be9a1f1656cfb927558b6ba	true
item.adamant-arrow	assets/36908fa833baaffb964a0c556155e455abfa2f2f17526e6a8c2c4cd81d0dd6f2.png	ITEM	Adamant arrow	Adamant arrow detail.png	https://oldschool.runescape.wiki/images/Adamant_arrow_detail.png?87c24	page:;file:2021-03-22T23:10:20Z	36908fa833baaffb964a0c556155e455abfa2f2f17526e6a8c2c4cd81d0dd6f2	category-index	false	55e86e6c3e6a3bd400291f1b5d8aefaaa1b36786788cd87d273e4790df6f1bfe	true
item.adamant-chainbody	assets/4cda67d4c5e064885f451988660a9ed1f11e3b340b90a0e3fb4e37cec5090177.png	ITEM	Adamant chainbody	Adamant chainbody detail.png	https://oldschool.runescape.wiki/images/Adamant_chainbody_detail.png?f9248	page:;file:2021-08-21T18:30:14Z	4cda67d4c5e064885f451988660a9ed1f11e3b340b90a0e3fb4e37cec5090177	category-index	false	15955b98dc2bd409f4879c84d2a703f48dc71da0403fbb7a849c32ff5d4df04e	true
item.adamant-dagger	assets/bc6942d292bee5d810595a5a8b3e83d1c54951b92d1b735ed91106b6079a657f.png	ITEM	Adamant dagger	Adamant dagger detail.png	https://oldschool.runescape.wiki/images/Adamant_dagger_detail.png?94123	page:;file:2021-04-07T19:15:58Z	bc6942d292bee5d810595a5a8b3e83d1c54951b92d1b735ed91106b6079a657f	category-index	false	5b01536ebdb406b68e183932b80819cf176eeb6a8285192454b6b0fcc4c69001	true
item.adamant-full-helm	assets/74760aaac438af952d1073a1e3eb218bd13345a8952835ec4e36ab1ba6c76d6f.png	ITEM	Adamant full helm	Adamant full helm detail.png	https://oldschool.runescape.wiki/images/Adamant_full_helm_detail.png?79727	page:;file:2021-08-21T18:30:16Z	74760aaac438af952d1073a1e3eb218bd13345a8952835ec4e36ab1ba6c76d6f	category-index	false	44012a50fbe15d6c17a9031e13d17161e4dc070e1890f5eed864f5f059ea49d4	true
item.adamant-kiteshield	assets/f86688281e83d42b09e928a9a7fcfed5c99a5269d6f471c3be14cd7f026bfdc5.png	ITEM	Adamant kiteshield	Adamant kiteshield detail.png	https://oldschool.runescape.wiki/images/Adamant_kiteshield_detail.png?30daa	page:;file:2021-08-21T18:30:23Z	f86688281e83d42b09e928a9a7fcfed5c99a5269d6f471c3be14cd7f026bfdc5	category-index	false	2b6be1b0a8d709806f7cb0819d4a30ef95f6f00747a8a6ff337bf398dc63d392	true
item.adamant-longsword	assets/339d418e75c6db407216c70345665d19818e0809dbfae6120f1163615172b084.png	ITEM	Adamant longsword	Adamant longsword detail.png	https://oldschool.runescape.wiki/images/Adamant_longsword_detail.png?45dc9	page:;file:2021-08-21T18:30:24Z	339d418e75c6db407216c70345665d19818e0809dbfae6120f1163615172b084	category-index	false	f4b678d0aee2b822db19fadc7ba0ff9856e6c1864e32fc0eec7067482879ccd1	true
item.adamant-mace	assets/0610208be58874bd6f4ad68022075dd52f6dffdb2472b3d23bb6ce607522ed40.png	ITEM	Adamant mace	Adamant mace detail.png	https://oldschool.runescape.wiki/images/Adamant_mace_detail.png?908f8	page:;file:2021-04-07T21:29:12Z	0610208be58874bd6f4ad68022075dd52f6dffdb2472b3d23bb6ce607522ed40	category-index	false	a96089ff22fb7ecdfe83e92296e2a52f71697c47dfa0442024d3712cf87532c1	true
item.adamant-platebody	assets/800332d7e2c920a81c5e13270316f2a3b1424a266d24bdc63d6e3266a8557f9d.png	ITEM	Adamant platebody	Adamant platebody detail.png	https://oldschool.runescape.wiki/images/Adamant_platebody_detail.png?bd8e1	page:;file:2021-06-30T09:21:17Z	800332d7e2c920a81c5e13270316f2a3b1424a266d24bdc63d6e3266a8557f9d	category-index	false	bdb83f6b08382849e6c56598e17c32cd553fda44a0b181adea218e696207c8b5	true
